Participant,Triplet_Identity,UL_Item,UL_Value,UR_Item,UR_Value,LL_Item,LL_Value,LR_Item,LR_Value,Chosen_Img,Choice_RT,Conf,Conf_RT,DV_Top,Value_Range,Chosen_Value,Chose_Highest,Unchosen_Mean,Unchosen_Low,Unchosen_High,Value_Position_1,Value_Position_2,Value_Position_3,Chosen_Position,UL_Dwell_Time,UR_Dwell_Time,LL_Dwell_Time,LR_Dwell_Time,Interest_Areas_Explored,Total_Dwell_Time,Gaze_Shift_Frequency,Chose_Item_1,Item1_DV,zItem1_DV,zGSF,DT_Position_1,DT_Position_2,DT_Position_3,Item1_DDT,zItem1_DDT,High_Val,Med_Val,Low_Val,zHigh_Val,zMed_Val,zLow_Val,Chosen_DT,Chose_Longest,Long_DT,Med_DT,Short_DT,zLong_DT,zMed_DT,zShort_DT,Block,CoM_Next,zConf,zDT_Position_1,zDT_Position_2,zDT_Position_3,zValue_Position_1,zValue_Position_2,zValue_Position_3,zRT,AbsDV,zAbsDV,AbsDDT,zAbsDDT,RTBin,DVBin,Conf_Dich,zAbsDV_sqrt,Summed_Value,zSV,DVBin2,GSF_Dich,DDT_Dich
8,43,55_bassetts_licorice_allsorts.png,0.1,58_walnut_whip.png,1.25,43_mccoys_steak_crisps.png,0.65,empty.png,-1,58_walnut_whip.png,4041,32,2190,0.6,1.15,1.25,TRUE,0.375,0.1,0.65,0.1,1.25,0.65,2,550,1996,612,,3,3158,2,0,-0.85,-1.634803895,-0.965891641,550,1996,612,-754,-0.239900964,1.25,0.65,0.1,-0.327506555,-1.107041934,-1.702104806,1996,1,1996,612,550,0.004574097,-0.456535383,-0.088776808,1,1,-2.242367565,-0.321292235,0.378195358,-0.291300374,-1.966344949,0.443685354,-0.803846197,-0.189888605,0.55,1.559407381,1109,0.114150363,3,5,0,1.978127198,2,-1.131122997,1,0,0
8,9,empty.png,-1,64_nestle_aero_mint.png,0.95,68_skittles_wildberry.png,0.8,50_nakd_rhubarb_and_custard.png,1.3,68_skittles_wildberry.png,3109,34,1870,0.35,0.5,0.8,FALSE,1.125,0.95,1.3,0.95,0.8,1.3,2,,810,602,932,3,2344,4,0,-0.1,-0.197355912,0.840451168,810,602,932,43,0.210881388,1.3,0.95,0.8,-0.213591232,-0.223861665,0.329537165,602,0,932,810,602,-0.312202443,-0.177350053,0.128607344,1,0,-2.05217862,-0.195519916,-0.296137771,-0.136503673,-0.183359283,-0.187628135,-0.486304743,-0.38150683,-0.05,-0.201660777,-179,-0.303993079,2,3,0,1.466942075,3.05,-0.057557144,2,1,1
8,11,empty.png,-1,38_milkybar.png,0.5,42_dairy_milk_fruit_and_nut.png,0.65,10_hula_hoops_bbq_beef.png,0.5,42_dairy_milk_fruit_and_nut.png,5131,42,1404,0.15,0.15,0.65,TRUE,0.5,0.5,0.5,0.5,0.65,0.5,2,,1020,1654,839,3,3513,2,0,-0.075,-0.149440979,-0.965891641,1020,1654,839,-226.5,0.058452475,0.65,0.5,0.5,-1.694490437,-1.548632068,-0.541166537,1654,1,1654,1020,839,-0.097246933,0.118755601,1.119377419,1,0,-1.291422838,-0.09393458,0.212756384,-0.181491465,-1.127292871,-1.134598369,-0.803846197,0.034214254,-0.1,-0.348416457,214.5,-0.176245063,4,3,0,1.416037913,1.65,-1.488978282,2,0,0
8,14,14_maltesers.png,1.15,empty.png,-1,32_snickers.png,1.05,11_lindt_orange.png,1.95,11_lindt_orange.png,3654,62,2664,0.8,0.9,1.95,TRUE,1.1,1.05,1.15,1.15,1.05,1.95,3,434,,654,1573,3,2661,3,0,-0.35,-0.676505239,-0.062720236,434,654,1573,-679.5,-0.197763843,1.95,1.15,1.05,1.267307974,0.36492518,1.055123583,1573,1,1573,654,434,-0.121362441,-0.397314252,-0.573710684,1,0,0.610466615,-0.377406039,-0.270983307,0.173573469,0.236166756,0.022809695,0.042931012,-0.2694554,0.275,0.752251142,702,-0.017980368,3,5,1,1.762336793,4.15,1.067130894,2,0,0
8,24,68_skittles_wildberry.png,0.8,empty.png,-1,65_doritos_chilli.png,0.65,41_jelly_babies_berry_mix.png,0.9,41_jelly_babies_berry_mix.png,6587,52,2593,0.1,0.25,0.9,TRUE,0.725,0.65,0.8,0.8,0.65,0.9,3,1954,,392,2102,3,4448,3,0,0.025,0.042218752,-0.062720236,1954,392,2102,707,0.586439081,0.9,0.8,0.65,-1.124913819,-0.665451799,-0.105814686,2102,1,2102,1954,392,0.036132662,1.435720745,-0.749290191,1,0,-0.340478112,0.357878291,-0.397723107,0.429471766,-0.498003812,-0.818941624,-0.803846197,0.33356633,-0.225,-0.715305656,-48,-0.261464514,5,2,0,1.279950847,2.35,-0.773267713,3,0,1
8,21,47_daim.png,1.6,empty.png,-1,1_shapers_popcorn.png,0.8,30_starburst_original.png,0.7,47_daim.png,2853,62,3233,0.8,0.9,1.6,TRUE,0.75,0.7,0.8,1.6,0.8,0.7,1,876,,724,673,3,2273,2,1,0.85,1.623411533,-0.965891641,876,724,673,177.5,0.286954445,1.6,0.8,0.7,0.469900709,-0.665451799,0.039302598,876,1,876,724,673,-0.328874892,-0.298612368,0.42542032,1,0,0.610466615,-0.163593096,-0.237121529,-0.261792253,1.180100344,-0.50328488,-0.486304743,-0.434140162,0.45,1.265896022,-184.5,-0.305778629,2,5,1,1.902492011,3.1,-0.00643496,4,0,1
8,30,18_galaxy_bar.png,1.35,34_hobnob_flapjack.png,1.15,empty.png,-1,16_peanuts.png,0.55,34_hobnob_flapjack.png,4098,54,2132,0.2,0.8,1.15,FALSE,0.95,0.55,1.35,1.35,1.15,0.55,2,900,1646,,550,3,3096,3,0,0.5,0.952602474,-0.062720236,900,1646,550,-198,0.074572044,1.35,1.15,0.55,-0.099675908,0.36492518,-0.396049253,1646,1,1646,900,550,-0.099628712,-0.05044763,-0.088776808,1,0,-0.150289167,-0.151983343,0.208886466,-0.321292235,0.655692795,0.233247525,-1.015540499,-0.178169465,-0.075,-0.275038617,471,-0.092973485,3,3,0,1.441714678,3.05,-0.057557144,4,0,0
8,42,46_wasabi_peanuts.png,1.45,57_food_doctor_mild_korma_crisps.png,1.75,28_nakd_banana_crunch.png,0.9,empty.png,-1,46_wasabi_peanuts.png,4756,42,1444,0.3,0.85,1.45,FALSE,1.325,0.9,1.75,1.45,1.75,0.9,1,1758,801,1034,,3,3593,3,1,0.125,0.233878483,-0.062720236,1758,801,1034,840.5,0.661946539,1.75,1.45,0.9,0.81164668,1.248105449,0.619771732,1758,1,1758,1034,801,-0.066283813,0.138495978,0.96051977,1,0,-1.291422838,0.263065312,-0.199873573,-0.087162225,0.865455815,1.495874504,-0.274610441,-0.042885354,-0.15,-0.495172137,323.5,-0.1408587,4,2,0,1.363234276,4.1,1.01600871,3,0,1
8,27,40_nestle_rolo.png,1.2,17_mrporky_pork_crackles.png,1.45,empty.png,-1,9_hovis_crackers.png,2.05,9_hovis_crackers.png,19134,56,1777,0.6,0.85,2.05,TRUE,1.325,1.2,1.45,1.2,1.45,2.05,3,786,10437,,3868,3,15091,5,0,-0.55,-1.059824702,1.743622573,786,10437,3868,-6366.5,-3.414324992,2.05,1.45,1.2,1.495138621,1.248105449,1.490475434,3868,0,10437,3868,786,2.517648133,4.134512271,0.897812803,1,1,0.039899779,-0.207129668,4.461442093,1.28375606,0.341048266,0.864561014,2.159874036,2.913216397,0,-0.054905097,6176,1.759129258,5,3,1,1.516138098,4.7,1.629474912,1,1,0
8,4,empty.png,-1,33_walkers_smoky_bacon.png,0.75,45_gb_ginger.png,2.15,25_wonderful_almonds.png,2,25_wonderful_almonds.png,4826,64,3175,0.15,1.4,2,FALSE,1.45,0.75,2.15,0.75,2.15,2,3,,1456,1034,1412,3,3902,2,0,-1.325,-2.545187617,-0.965891641,1456,1034,1412,233,0.318345186,2.15,2,0.75,1.722969268,2.867269274,0.184419881,1412,0,1456,1412,1034,-0.156195951,0.671486154,1.934567987,1,0,0.80065556,0.116975925,-0.087162225,0.095691379,-0.602885322,-0.608503795,2.371568338,-0.028493427,-0.225,-0.715305656,-473,-0.399438864,4,1,1,1.279950847,4.9,1.833963646,1,0,1
8,22,22_no_sugar_toffees.png,0.6,empty.png,-1,51_smarties.png,0.85,39_milkyway.png,0.75,51_smarties.png,6116,52,1221,0.1,0.25,0.85,TRUE,0.675,0.6,0.75,0.6,0.85,0.75,2,2496,,1027,646,3,4169,4,0,-0.2,-0.389015643,0.840451168,2496,1027,646,1659.5,1.125172068,0.85,0.75,0.6,-1.238829143,-0.812648511,-0.25093197,1027,0,2496,1027,646,0.153435253,0.128625789,0.31254778,1,0,-0.340478112,0.620065204,-0.090548403,-0.274853225,-0.917529851,-0.398065965,-0.380457592,0.236729223,-0.2,-0.641927816,1146,0.126162247,5,2,0,1.308301193,2.2,-0.926634263,2,1,1
8,34,5_caramello.png,0.65,59_crunchie.png,0.65,empty.png,-1,44_walkers_french_fries.png,0.55,59_crunchie.png,3481,44,2129,0,0.1,0.65,TRUE,0.6,0.55,0.65,0.65,0.65,0.55,2,622,1347,,534,3,2503,3,0,0.05,0.090133685,-0.062720236,622,1347,534,-318.5,0.006417373,0.65,0.65,0.55,-1.694490437,-1.107041934,-0.396049253,1347,1,1347,622,534,-0.188647683,-0.442435114,-0.155664239,1,0,-1.101233893,-0.286462978,0.064248299,-0.32903207,-0.812648342,-0.818941624,-1.015540499,-0.305024019,-0.275,-0.862061336,458,-0.097193877,3,1,0,1.221277402,1.85,-1.284489548,3,0,0
8,47,6_bounty.png,0.05,33_walkers_smoky_bacon.png,0.75,29_mms_peanut.png,0.85,empty.png,-1,29_mms_peanut.png,2116,74,2299,0.1,0.8,0.85,TRUE,0.4,0.05,0.75,0.05,0.75,0.85,3,520,593,610,,3,1723,2,0,-0.75,-1.443144164,-0.965891641,520,593,610,-81.5,0.14046432,0.85,0.75,0.05,-1.238829143,-0.812648511,-1.84722209,610,1,610,593,520,-0.408069027,-0.483325895,-0.214190741,1,0,1.751600287,-0.335804426,-0.300491429,-0.292267854,-2.071226459,-0.608503795,-0.380457592,-0.58566659,0.075,0.165228423,-243,-0.324770393,1,4,1,1.587075377,1.65,-1.488978282,1,0,0
8,29,56_marshmallows.png,1,9_hovis_crackers.png,2.05,empty.png,-1,51_smarties.png,0.85,9_hovis_crackers.png,3504,50,545,1.05,1.2,2.05,TRUE,0.925,0.85,1,1,2.05,0.85,2,586,1500,,626,3,2712,3,0,-0.45,-0.86816497,-0.062720236,586,1500,626,-477,-0.083230059,2.05,1,0.85,1.495138621,-0.076664954,0.474654449,1500,1,1500,626,586,-0.143096169,-0.436795006,0.061719913,1,0,-0.530667057,-0.303877606,0.138260471,-0.284528019,-0.078477773,2.127187993,-0.380457592,-0.300295243,0.625,1.779540901,581,-0.057262477,3,5,0,2.033007804,3.9,0.811519976,1,0,0
8,39,24_twix.png,1.05,21_kellogs_mint_bars.png,1.15,46_wasabi_peanuts.png,1.45,empty.png,-1,24_twix.png,4842,64,1494,0.3,0.4,1.05,FALSE,1.3,1.15,1.45,1.05,1.15,1.45,1,1448,1718,546,,3,3712,4,1,-0.25,-0.484845508,0.840451168,1448,1718,546,316,0.365289897,1.45,1.15,1.05,0.128154739,0.36492518,1.055123583,1448,0,1718,1448,546,-0.078192705,0.722247123,-0.105498665,1,1,0.80065556,0.113106007,0.243715724,-0.323227194,0.026403737,0.233247525,0.889708222,-0.025203844,-0.225,-0.715305656,-3,-0.246855466,4,2,1,1.279950847,3.65,0.555909059,2,1,1
8,35,62_cadbury_wispa.png,0.95,64_nestle_aero_mint.png,0.95,empty.png,-1,16_peanuts.png,0.55,64_nestle_aero_mint.png,3421,44,1427,0,0.4,0.95,TRUE,0.75,0.55,0.95,0.95,0.95,0.55,2,1062,1103,,588,3,2753,5,0,0.2,0.377623281,1.743622573,1062,1103,588,216.5,0.309012803,0.95,0.95,0.55,-1.010998496,-0.223861665,-0.396049253,1103,1,1103,1062,588,-0.261291927,0.177976731,0.070080842,1,0,-1.101233893,-0.073617513,-0.053784186,-0.302910127,-0.183359283,-0.187628135,-1.015540499,-0.317359956,-0.275,-0.862061336,-253,-0.328016848,3,1,0,1.221277402,2.45,-0.671023346,3,1,1
8,6,empty.png,-1,42_dairy_milk_fruit_and_nut.png,0.65,53_eat_natural_almond_apricot.png,1.1,61_marmite_crisps.png,1,53_eat_natural_almond_apricot.png,11336,54,1337,0.1,0.45,1.1,TRUE,0.825,0.65,1,0.65,1.1,1,2,,758,6927,614,3,8299,3,0,-0.4,-0.772335105,-0.062720236,758,6927,614,-3012.5,-1.517306161,1.1,1,0.65,-0.669252525,-0.076664954,-0.105814686,6927,1,6927,758,614,1.472642818,-0.250671453,0.178772917,1,0,-0.150289167,-0.22067438,2.763515776,-0.290332895,-0.812648342,-0.818941624,0.148778164,1.309955759,-0.225,-0.715305656,5862,1.657190562,5,2,0,1.279950847,2.75,-0.364290245,1,0,0
8,45,36_nature_valley_protein_bars.png,0.5,67_sour_cream_and_chive_rice_crisps.png,1.85,13_fruit_pastilles.png,0.75,empty.png,-1,36_nature_valley_protein_bars.png,4337,62,3153,1.1,1.35,0.5,FALSE,1.3,0.75,1.85,0.5,1.85,0.75,1,1422,852,800,,3,3074,3,1,-0.8,-1.538974029,-0.062720236,1422,852,800,596,0.523657599,1.85,0.75,0.5,1.039477327,-0.812648511,-0.541166537,1422,1,1422,852,800,-0.16631851,-0.118128922,0.956339305,1,0,0.610466615,0.100528776,-0.175202849,-0.200357312,-1.127292871,1.706312333,-0.592151895,-0.129031315,0.85,2.439941461,170,-0.190691789,4,5,1,2.189411174,3.1,-0.00643496,1,0,1
8,19,70_gb_butterscotch.png,1.55,empty.png,-1,65_doritos_chilli.png,0.65,22_no_sugar_toffees.png,0.6,70_gb_butterscotch.png,4718,60,1887,0.9,0.95,1.55,TRUE,0.625,0.6,0.65,1.55,0.65,0.6,1,2189,,708,506,3,3403,3,1,0.925,1.767156331,-0.062720236,2189,708,506,1582,1.08133815,1.55,0.65,0.6,0.355985386,-1.107041934,-0.25093197,2189,1,2189,708,506,0.062034504,-0.321172799,-0.272717243,1,0,0.420277669,0.471557119,-0.244861364,-0.342576782,1.075218835,-0.818941624,-0.803846197,-0.050698114,0.6,1.706163061,1228,0.15278318,4,5,1,2.014880366,2.8,-0.313168061,4,0,1
8,15,66_haribo_tangfastics.png,1,empty.png,-1,15_jacobs_mini_cheddars.png,1.55,53_eat_natural_almond_apricot.png,1.1,53_eat_natural_almond_apricot.png,5218,64,1919,0.45,0.55,1.1,FALSE,1.275,1,1.55,1,1.55,1.1,3,1316,256,558,2013,4,4143,5,0,-0.325,-0.628590307,1.743622573,1316,558,2013,30.5,0.203811401,1.55,1.1,1,0.355985386,0.217728469,0.9100063,2013,0,1316,558,256,-0.197877075,-0.532676837,-1.317833356,1,0,0.80065556,0.049252368,-0.317422318,0.386418933,-0.078477773,1.074998844,1.101402524,0.052101363,-0.05,-0.201660777,630,-0.041354846,4,3,1,1.466942075,3.65,0.555909059,2,1,1
8,23,48_mentos_mint.png,0.65,empty.png,-1,72_shapers_vegatable_crisps.png,0.75,26_yorkie.png,0.9,26_yorkie.png,3574,52,1318,0.15,0.25,0.9,TRUE,0.7,0.65,0.75,0.65,0.75,0.9,3,614,,852,890,3,2356,3,0,-0.175,-0.34110071,-0.062720236,614,852,890,-257,0.041201707,0.9,0.75,0.65,-1.124913819,-0.812648511,-0.105814686,890,1,890,852,614,-0.32470678,-0.118128922,0.178772917,1,0,-0.340478112,-0.290332895,-0.175202849,-0.15682074,-0.812648342,-0.608503795,-0.592151895,-0.285903317,-0.175,-0.568549977,-269,-0.333211176,3,2,0,1.336050093,2.3,-0.824389896,2,0,0
8,9,empty.png,-1,68_skittles_wildberry.png,0.8,50_nakd_rhubarb_and_custard.png,1.3,64_nestle_aero_mint.png,0.95,68_skittles_wildberry.png,4030,44,2153,0.35,0.5,0.8,FALSE,1.125,0.95,1.3,0.8,1.3,0.95,1,,996,830,484,3,2310,3,1,-0.325,-0.628590307,-0.062720236,996,830,484,339,0.378298673,1.3,0.95,0.8,-0.213591232,-0.223861665,0.329537165,996,1,996,830,484,-0.293148215,-0.149149514,-0.364687461,2,0,-1.101233893,-0.105544333,-0.185845122,-0.353219055,-0.498003812,-0.50328488,0.572166768,-0.192150194,-0.05,-0.201660777,-76,-0.270554589,3,3,0,1.466942075,3.05,-0.057557144,2,0,1
8,34,59_crunchie.png,0.65,44_walkers_french_fries.png,0.55,empty.png,-1,5_caramello.png,0.65,59_crunchie.png,2900,52,837,0,0.1,0.65,TRUE,0.6,0.55,0.65,0.65,0.55,0.65,1,476,596,,640,3,1712,3,1,0.05,0.090133685,-0.062720236,476,596,640,-142,0.106245585,0.65,0.65,0.55,-1.694490437,-1.107041934,-0.396049253,476,0,640,596,476,-0.399137358,-0.479095814,-0.398131177,2,0,-0.340478112,-0.357088972,-0.299040209,-0.277755663,-0.812648342,-1.029379454,-0.803846197,-0.424477011,-0.275,-0.862061336,-194,-0.308862762,2,1,0,1.221277402,1.85,-1.284489548,3,0,0
8,48,27_mars.png,0.95,36_nature_valley_protein_bars.png,0.5,52_discos_salt_vinegar.png,0.1,empty.png,-1,27_mars.png,11761,52,1400,0.45,0.85,0.95,TRUE,0.3,0.1,0.5,0.95,0.5,0.1,1,864,6795,674,,3,8333,3,1,0.65,1.240092071,-0.062720236,864,6795,674,-2870.5,-1.436991112,0.95,0.5,0.1,-1.010998496,-1.548632068,-1.702104806,864,0,6795,864,674,1.433343472,-0.101208599,0.429600784,2,1,-0.340478112,-0.169397972,2.699662137,-0.261308514,-0.183359283,-1.134598369,-1.96816486,1.397335314,0.4,1.119140342,5594,1.57018556,5,5,0,1.86352359,1.55,-1.591222649,4,0,0
8,29,9_hovis_crackers.png,2.05,51_smarties.png,0.85,empty.png,-1,56_marshmallows.png,1,9_hovis_crackers.png,29181,56,1942,1.05,1.2,2.05,TRUE,0.925,0.85,1,2.05,0.85,1,1,5499,15161,,568,3,21228,6,1,1.125,2.150475793,2.646793978,5499,15161,568,-2365.5,-1.151363649,2.05,1,0.85,1.495138621,-0.076664954,0.474654449,5499,0,15161,5499,568,3.924088334,6.434266179,-0.013528447,2,0,0.039899779,2.072735497,6.746628394,-0.312584921,2.124033933,-0.398065965,-0.062916139,4.978869081,0.625,1.779540901,9378,2.798644241,5,5,1,2.033007804,3.9,0.811519976,4,1,0
8,16,7_skips_prawn.png,0.5,empty.png,-1,15_jacobs_mini_cheddars.png,1.55,37_trail_mix.png,1.5,37_trail_mix.png,3199,68,2396,0.05,1.05,1.5,FALSE,1.025,0.5,1.55,0.5,1.55,1.5,3,506,,704,753,3,1963,1,0,-1.025,-1.970208424,-1.869063046,506,704,753,-222.5,0.06071487,1.55,1.5,0.5,0.355985386,1.39530216,-0.541166537,753,1,753,704,506,-0.365494736,-0.326812906,-0.272717243,2,0,1.181033451,-0.342576782,-0.246796323,-0.223093078,-1.127292871,1.074998844,1.101402524,-0.363002924,-0.2,-0.641927816,-204,-0.312109217,2,2,1,1.308301193,3.55,0.453664691,1,0,0
8,5,empty.png,-1,23_kp_grazing_mix.png,1.55,60_caramel_rice_crisps.png,1.55,26_yorkie.png,0.9,23_kp_grazing_mix.png,4131,64,1611,0,0.65,1.55,TRUE,1.225,0.9,1.55,1.55,1.55,0.9,1,,1853,700,596,3,3149,3,1,0.325,0.617197945,-0.062720236,1853,700,596,1205,0.868107351,1.55,1.55,0.9,0.355985386,1.542498871,0.619771732,1853,1,1853,700,596,-0.038000193,-0.332453014,0.103524557,2,0,0.80065556,0.309020582,-0.248731282,-0.299040209,1.075218835,1.074998844,1.101402524,-0.1713847,-0.45,-1.375706216,855,0.031690398,3,1,1,0.988874923,4,0.913764343,3,0,1
8,11,empty.png,-1,42_dairy_milk_fruit_and_nut.png,0.65,10_hula_hoops_bbq_beef.png,0.5,38_milkybar.png,0.5,42_dairy_milk_fruit_and_nut.png,4399,42,1627,0.15,0.15,0.65,TRUE,0.5,0.5,0.5,0.65,0.5,0.5,1,,1660,642,1154,3,3456,5,1,0.15,0.281793416,1.743622573,1660,642,1154,762,0.617547023,0.65,0.5,0.5,-1.694490437,-1.548632068,-0.541166537,1660,1,1660,1154,642,-0.095460599,0.307699208,0.295825922,2,0,-1.291422838,0.215658822,-0.276788184,-0.029113462,-0.812648342,-0.818941624,-1.12138765,-0.11628418,-0.1,-0.348416457,185,-0.185822106,4,3,0,1.416037913,1.65,-1.488978282,3,1,1
8,31,63_kitkat.png,1.05,38_milkybar.png,0.5,empty.png,-1,72_shapers_vegatable_crisps.png,0.75,63_kitkat.png,2908,48,1092,0.3,0.55,1.05,TRUE,0.625,0.5,0.75,1.05,0.5,0.75,1,712,772,,808,3,2292,2,1,0.425,0.808857676,-0.965891641,712,772,808,-78,0.142443917,1.05,0.75,0.5,-0.783167849,-0.812648511,-0.541166537,712,0,808,772,712,-0.349120009,-0.230931076,0.588458434,2,0,-0.720856003,-0.242926405,-0.213902024,-0.196487395,0.026403737,-1.134598369,-0.592151895,-0.422832219,0.05,0.091850583,-320,-0.349768098,2,3,0,1.563787201,2.3,-0.824389896,4,0,0
8,21,1_shapers_popcorn.png,0.8,empty.png,-1,30_starburst_original.png,0.7,47_daim.png,1.6,47_daim.png,4001,68,1541,0.8,0.9,1.6,TRUE,0.75,0.7,0.8,0.8,0.7,1.6,3,542,286,1878,612,4,3318,3,0,-0.35,-0.676505239,-0.062720236,542,1878,612,-703,-0.211055418,1.6,0.8,0.7,0.469900709,-0.665451799,0.039302598,612,1,612,542,286,-0.407473582,-0.555237268,-1.192419423,2,0,1.181033451,-0.325162153,0.321114075,-0.291300374,-0.498003812,-0.713722709,-0.697999046,-0.198112563,0.45,1.265896022,-73,-0.269580653,3,5,1,1.902492011,3.1,-0.00643496,2,0,0
8,42,57_food_doctor_mild_korma_crisps.png,1.75,28_nakd_banana_crunch.png,0.9,46_wasabi_peanuts.png,1.45,empty.png,-1,46_wasabi_peanuts.png,5815,50,1083,0.3,0.85,1.45,FALSE,1.325,0.9,1.75,1.75,0.9,1.45,3,594,648,3232,,3,4474,2,0,0.575,1.096347273,-0.965891641,594,648,3232,-1346,-0.574735534,1.75,1.45,0.9,0.81164668,1.248105449,0.619771732,3232,1,3232,648,594,0.372558875,-0.405774414,0.095163628,2,0,-0.530667057,-0.300007689,-0.273885746,0.976097617,1.494744874,-0.29284705,0.889708222,0.174843938,-0.15,-0.495172137,2287,0.496582796,5,2,0,1.363234276,4.1,1.01600871,4,0,0
8,7,empty.png,-1,29_mms_peanut.png,0.85,32_snickers.png,1.05,62_cadbury_wispa.png,0.95,29_mms_peanut.png,2961,54,2606,0.1,0.2,0.85,FALSE,1,0.95,1.05,0.85,1.05,0.95,1,,1182,692,266,3,2140,3,1,-0.15,-0.293185777,-0.062720236,1182,692,266,703,0.584176686,1.05,0.95,0.85,-0.783167849,-0.223861665,0.474654449,1182,1,1182,692,266,-0.237771865,-0.343733229,-1.276028712,2,0,-0.150289167,-0.01556875,-0.252601199,-0.458674308,-0.393122302,-0.398065965,0.042931012,-0.411935475,-0.325,-1.008817016,357,-0.129983075,2,1,0,1.159639087,2.85,-0.262045878,2,0,1
8,30,34_hobnob_flapjack.png,1.15,16_peanuts.png,0.55,empty.png,-1,18_galaxy_bar.png,1.35,34_hobnob_flapjack.png,3402,48,1008,0.2,0.8,1.15,FALSE,0.95,0.55,1.35,1.15,0.55,1.35,1,1333,977,,518,3,2828,3,1,0.2,0.377623281,-0.062720236,1333,977,518,585.5,0.517718811,1.35,1.15,0.55,-0.099675908,0.36492518,-0.396049253,1333,1,1333,977,518,-0.192815795,0.058124443,-0.22255167,2,1,-0.720856003,0.057475943,-0.114735387,-0.336771905,0.236166756,-1.029379454,0.678013919,-0.321266336,-0.075,-0.275038617,97,-0.214390913,3,3,0,1.441714678,3.05,-0.057557144,3,0,1
8,8,empty.png,-1,71_walkers_baked_crisps.png,0.7,11_lindt_orange.png,1.95,31_beef_jerky.png,0.25,11_lindt_orange.png,2394,70,1680,1.25,1.7,1.95,TRUE,0.475,0.25,0.7,0.7,1.95,0.25,2,,550,725,628,3,1903,2,0,-0.4,-0.772335105,-0.965891641,550,725,628,-126.5,0.115012368,1.95,0.7,0.25,1.267307974,-0.959845222,-1.266752955,725,1,725,628,550,-0.373830961,-0.433974952,-0.088776808,2,0,1.371222396,-0.321292235,-0.236637789,-0.283560539,-0.707766832,-0.713722709,1.948179733,-0.528510081,1.125,3.2470977,-178,-0.303668433,1,5,1,2.366575063,2.9,-0.210923694,1,0,0
8,13,67_sour_cream_and_chive_rice_crisps.png,1.85,empty.png,-1,20_crunch.png,1.25,61_marmite_crisps.png,1,67_sour_cream_and_chive_rice_crisps.png,3064,56,1124,0.6,0.85,1.85,TRUE,1.125,1,1.25,1.85,1.25,1,1,1215,222,364,594,4,2395,4,1,0.725,1.383836869,0.840451168,1215,364,594,736,0.602841451,1.85,1.25,1,1.039477327,0.659318603,0.9100063,1215,0,594,364,222,-0.412832584,-0.806222059,-1.459969148,2,0,0.039899779,0.000394659,-0.411267818,-0.300007689,1.704507893,0.443685354,0.466319617,-0.390758783,0.1,0.238606263,119,-0.207248711,2,4,1,1.610026736,4.1,1.01600871,4,1,1
8,35,64_nestle_aero_mint.png,0.95,16_peanuts.png,0.55,empty.png,-1,62_cadbury_wispa.png,0.95,64_nestle_aero_mint.png,4386,40,2712,0,0.4,0.95,TRUE,0.75,0.55,0.95,0.95,0.55,0.95,1,524,2103,,592,3,3219,4,1,0.2,0.377623281,0.840451168,524,2103,592,-823.5,-0.27921009,0.95,0.95,0.55,-1.010998496,-0.223861665,-0.396049253,524,0,2103,592,524,0.036430385,-0.484735921,-0.197468883,2,0,-1.481611784,-0.333869467,0.429955505,-0.300975168,-0.183359283,-1.029379454,-0.16876329,-0.118956966,-0.275,-0.862061336,1249,0.159600737,4,1,0,1.221277402,2.45,-0.671023346,3,1,0
8,40,49_food_doctor_roasted_beans.png,1.65,2_maynards_winegums.png,0.9,14_maltesers.png,1.15,empty.png,-1,14_maltesers.png,6657,56,1165,0.5,0.75,1.15,FALSE,1.275,0.9,1.65,1.65,0.9,1.15,3,1024,2882,974,,3,4880,5,0,0.625,1.192177138,1.743622573,1024,2882,974,-904,-0.324740804,1.65,1.15,0.9,0.583816033,0.36492518,0.619771732,974,0,2882,1024,974,0.268356066,0.124395708,1.68374012,2,0,0.039899779,-0.091999622,0.806788725,-0.116186606,1.284981854,-0.29284705,0.254625315,0.347958257,0.05,0.091850583,1371,0.199207491,5,3,1,1.563787201,3.7,0.607031242,4,1,0
8,22,51_smarties.png,0.85,empty.png,-1,39_milkyway.png,0.75,22_no_sugar_toffees.png,0.6,51_smarties.png,4055,52,681,0.1,0.25,0.85,TRUE,0.675,0.6,0.75,0.85,0.75,0.6,1,1455,224,592,872,4,3143,4,1,0.175,0.329708348,0.840451168,1455,592,872,723,0.595488664,0.85,0.75,0.6,-1.238829143,-0.812648511,-0.25093197,1455,0,872,592,224,-0.330065781,-0.484735921,-1.451608219,2,0,-0.340478112,0.116492185,-0.300975168,-0.165528055,-0.393122302,-0.608503795,-0.592151895,-0.18701022,-0.2,-0.641927816,168,-0.19134108,3,2,0,1.308301193,2.2,-0.926634263,3,1,1
